No.,5+life Prize,5+life Winners,5+life Total,5 Prize,5 Winners,5 Total,4+life Prize,4+life Winners,4+life Total,4 Prize,4 Winners,4 Total,3+life Prize,3+life Winners,3+life Total,3 Prize,3 Winners,3 Total,2+life Prize,2+life Winners,2+life Total,2 Prize,2 Winners,2 Total
562,3600000,0,0,120000,2,240000,250,29,7250,50,317,15850,30,1236,37080,20,11842,236840,10,15906,159060,5,155223,776115
561,3600000,0,0,120000,0,0,250,28,7000,50,324,16200,30,1296,38880,20,13103,262060,10,16529,165290,5,164657,823285
560,3600000,0,0,120000,1,120000,250,49,12250,50,290,14500,30,1498,44940,20,12349,246980,10,19192,191920,5,158468,792340
559,3600000,0,0,120000,1,120000,250,49,12250,50,290,14500,30,1498,44940,20,12349,246980,10,19192,191920,5,158468,792340
558,3600000,0,0,120000,2,240000,250,24,6000,50,258,12900,30,1121,33630,20,10962,219240,10,16529,165290,5,149939,749695
557,3600000,1,3600000,120000,0,0,250,36,9000,50,303,15150,30,1362,40860,20,11600,232000,10,17184,171840,5,150298,751490
556,3600000,0,0,120000,2,240000,250,59,14750,50,534,26700,30,1734,52020,20,16162,323240,10,19641,196410,5,178812,894060
555,3600000,0,0,120000,0,0,250,22,5500,50,227,11350,30,1115,33450,20,10260,205200,10,15192,151920,5,145365,726825
554,3600000,0,0,120000,1,120000,250,34,8500,50,315,15750,30,1395,41850,20,12931,258620,10,17938,179380,5,164398,821990
553,3600000,1,3600000,120000,2,240000,250,25,6250,50,342,17100,30,1409,42270,20,13103,262060,10,18140,181400,5,164568,822840
552,3600000,0,0,120000,0,0,250,33,8250,50,326,16300,30,1411,42330,20,11516,230320,10,18557,185570,5,154343,771715
551,3600000,0,0,120000,1,120000,250,19,4750,50,191,9550,30,937,28110,20,8697,173940,10,13340,133400,5,124475,622375
550,3600000,1,3600000,120000,3,360000,250,40,10000,50,297,14850,30,1427,42810,20,11829,236580,10,18733,187330,5,151982,759910
549,3600000,1,3600000,120000,3,360000,250,28,7000,50,224,11200,30,1084,32520,20,9741,194820,10,16273,162730,5,140541,702705
548,3600000,0,0,120000,0,0,250,40,10000,50,361,18050,30,1560,46800,20,13202,264040,10,20049,200490,5,169411,847055
547,3600000,0,0,120000,1,120000,250,24,6000,50,221,11050,30,950,28500,20,9007,180140,10,14440,144400,5,135131,675655
546,3600000,0,0,120000,0,0,250,34,8500,50,238,11900,30,1216,36480,20,10403,208060,10,16435,164350,5,143478,717390
545,3600000,0,0,120000,1,120000,250,31,7750,50,356,17800,30,1374,41220,20,13206,264120,10,18451,184510,5,166785,833925
544,3600000,0,0,120000,3,360000,250,46,11500,50,357,17850,30,2149,64470,20,14915,298300,10,24568,245680,5,181841,909205
543,3600000,0,0,120000,0,0,250,49,12250,50,353,17650,30,1528,45840,20,13048,260960,10,19215,192150,5,164680,823400
542,3600000,0,0,120000,0,0,250,23,5750,50,206,10300,30,1119,33570,20,9788,195760,10,15224,152240,5,137050,685250
541,3600000,0,0,120000,1,120000,250,25,6250,50,243,12150,30,1098,32940,20,10331,206620,10,15190,151900,5,139867,699335
540,3600000,1,3600000,120000,3,360000,250,55,13750,50,454,22700,30,1746,52380,20,15343,306860,10,20949,209490,5,177337,886685
539,3600000,0,0,120000,4,480000,250,30,7500,50,436,21800,30,1479,44370,20,15147,302940,10,18602,186020,5,180179,900895
538,3600000,2,7200000,120000,3,360000,250,51,12750,50,344,17200,30,1468,44040,20,12486,249720,10,18553,185530,5,162235,811175
537,3600000,1,3600000,120000,3,360000,250,39,9750,50,344,17200,30,1358,40740,20,13802,276040,10,16703,167030,5,167909,839545
536,3600000,1,3600000,120000,3,360000,250,27,6750,50,278,13900,30,1308,39240,20,11582,231640,10,17748,177480,5,156538,782690
535,3600000,0,0,120000,0,0,250,41,10250,50,291,14550,30,1295,38850,20,11794,235880,10,17565,175650,5,155389,776945
534,3600000,0,0,120000,3,360000,250,28,7000,50,212,10600,30,1037,31110,20,9979,199580,10,14116,141160,5,142150,710750
533,3600000,0,0,120000,1,120000,250,24,6000,50,218,10900,30,1198,35940,20,10441,208820,10,15934,159340,5,144223,721115
532,3600000,0,0,120000,1,120000,250,19,4750,50,247,12350,30,1251,37530,20,10397,207940,10,16894,168940,5,142892,714460
531,3600000,1,3600000,120000,1,120000,250,32,8000,50,317,15850,30,1383,41490,20,12236,244720,10,17122,171220,5,162983,814915
530,3600000,0,0,120000,2,240000,250,35,8750,50,408,20400,30,1495,44850,20,14388,287760,10,18877,188770,5,172452,862260
529,3600000,0,0,120000,1,120000,250,22,5500,50,198,9900,30,969,29070,20,10049,200980,10,13675,136750,5,146802,734010
528,3600000,0,0,120000,2,240000,250,34,8500,50,254,12700,30,1366,40980,20,11182,223640,10,17982,179820,5,151833,759165
527,3600000,0,0,120000,0,0,250,16,4000,50,230,11500,30,1030,30900,20,9913,198260,10,13764,137640,5,138130,690650
526,3600000,0,0,120000,2,240000,250,36,9000,50,318,15900,30,1534,46020,20,13017,260340,10,19150,191500,5,168004,840020
525,3600000,0,0,120000,1,120000,250,26,6500,50,333,16650,30,1281,38430,20,13361,267220,10,16754,167540,5,172098,860490
524,3600000,2,7200000,120000,3,360000,250,50,12500,50,343,17150,30,2061,61830,20,13893,277860,10,24010,240100,5,170463,852315
523,3600000,0,0,120000,1,120000,250,30,7500,50,292,14600,30,1249,37470,20,10951,219020,10,16448,164480,5,148859,744295
522,3600000,0,0,120000,1,120000,250,40,10000,50,289,14450,30,1482,44460,20,12773,255460,10,17044,170440,5,157470,787350
521,3600000,0,0,120000,2,240000,250,40,10000,50,268,13400,30,1121,33630,20,10783,215660,10,16066,160660,5,144779,723895
520,3600000,0,0,120000,0,0,250,23,5750,50,231,11550,30,1200,36000,20,10559,211180,10,16612,166120,5,145905,729525
519,3600000,0,0,120000,2,240000,250,27,6750,50,297,14850,30,1335,40050,20,12023,240460,10,17258,172580,5,157245,786225
518,3600000,1,3600000,120000,0,0,250,35,8750,50,238,11900,30,1241,37230,20,11234,224680,10,17787,177870,5,154196,770980
517,3600000,0,0,120000,1,120000,250,34,8500,50,312,15600,30,1241,37230,20,12605,252100,10,15666,156660,5,162477,812385
516,3600000,1,3600000,120000,0,0,250,38,9500,50,275,13750,30,1593,47790,20,12439,248780,10,20413,204130,5,165398,826990
515,3600000,0,0,120000,0,0,250,25,6250,50,234,11700,30,1263,37890,20,11189,223780,10,17508,175080,5,155087,775435
514,3600000,0,0,120000,1,120000,250,32,8000,50,321,16050,30,1373,41190,20,12987,259740,10,17543,175430,5,161155,805775
513,3600000,0,0,120000,2,240000,250,28,7000,50,247,12350,30,1230,36900,20,11424,228480,10,17239,172390,5,156554,782770
512,3600000,0,0,120000,2,240000,250,38,9500,50,258,12900,30,1280,38400,20,10693,213860,10,17240,172400,5,144096,720480
511,3600000,0,0,120000,1,120000,250,34,8500,50,345,17250,30,1327,39810,20,14553,291060,10,15459,154590,5,172475,862375
510,3600000,1,3600000,120000,8,960000,250,112,28000,50,664,33200,30,2827,84810,20,17994,359880,10,26543,265430,5,185079,925395
509,3600000,0,0,120000,1,120000,250,26,6500,50,213,10650,30,1056,31680,20,9575,191500,10,15257,152570,5,139405,697025
508,3600000,1,3600000,120000,2,240000,250,41,10250,50,290,14500,30,1307,39210,20,11007,220140,10,17399,173990,5,150608,753040
507,3600000,1,3600000,120000,1,120000,250,28,7000,50,271,13550,30,1231,36930,20,12258,245160,10,16667,166670,5,166052,830260
506,3600000,0,0,120000,3,360000,250,33,8250,50,249,12450,30,1300,39000,20,11085,221700,10,17762,177620,5,149465,747325
505,3600000,0,0,120000,1,120000,250,28,7000,50,262,13100,30,1293,38790,20,11310,226200,10,16869,168690,5,145775,728875
504,3600000,0,0,120000,0,0,250,21,5250,50,395,19750,30,899,26970,20,10971,219420,10,12988,129880,5,148498,742490
503,3600000,1,3600000,120000,0,0,250,29,7250,50,231,11550,30,1142,34260,20,9758,195160,10,15532,155320,5,133975,669875
502,3600000,0,0,120000,2,240000,250,31,7750,50,275,13750,30,1231,36930,20,10665,213300,10,17226,172260,5,147308,736540
501,3600000,0,0,120000,3,360000,250,28,7000,50,274,13700,30,1377,41310,20,12298,245960,10,19750,197500,5,176794,883970
500,3600000,1,3600000,120000,10,1200000,250,21,5250,50,205,10250,30,985,29550,20,9116,182320,10,15387,153870,5,136831,684155
499,3600000,0,0,120000,0,0,250,35,8750,50,269,13450,30,1352,40560,20,12846,256920,10,18641,186410,5,178693,893465
498,3600000,0,0,120000,1,120000,250,53,13250,50,422,21100,30,1552,46560,20,14163,283260,10,18825,188250,5,172566,862830
497,3600000,0,0,120000,1,120000,250,22,5500,50,237,11850,30,949,28470,20,10015,200300,10,12946,129460,5,136563,682815
496,3600000,0,0,120000,1,120000,250,33,8250,50,318,15900,30,1201,36030,20,12236,244720,10,15873,158730,5,156781,783905
495,3600000,0,0,120000,1,120000,250,20,5000,50,254,12700,30,1180,35400,20,10623,212460,10,15800,158000,5,142378,711890
494,3600000,0,0,120000,1,120000,250,23,5750,50,187,9350,30,829,24870,20,8769,175380,10,11960,119600,5,129051,645255
493,3600000,0,0,120000,0,0,250,24,6000,50,227,11350,30,1010,30300,20,10502,210040,10,13159,131590,5,146556,732780
492,3600000,0,0,120000,0,0,250,18,4500,50,190,9500,30,872,26160,20,8229,164580,10,12839,128390,5,117916,589580
491,3600000,1,3600000,120000,0,0,250,17,4250,50,199,9950,30,838,25140,20,9144,182880,10,12406,124060,5,132198,660990
490,3600000,0,0,120000,1,120000,250,31,7750,50,265,13250,30,978,29340,20,10571,211420,10,13374,133740,5,148366,741830
489,3600000,1,3600000,120000,2,240000,250,33,8250,50,348,17400,30,1470,44100,20,12158,243160,10,18509,185090,5,153228,766140
488,3600000,0,0,120000,0,0,250,16,4000,50,223,11150,30,1079,32370,20,9502,190040,10,14795,147950,5,134482,672410
487,3600000,0,0,120000,3,360000,250,32,8000,50,256,12800,30,1070,32100,20,11265,225300,10,14644,146440,5,146628,733140
486,3600000,0,0,120000,4,480000,250,42,10500,50,300,15000,30,1711,51330,20,12016,240320,10,18353,183530,5,154542,772710
485,3600000,0,0,120000,0,0,250,50,12500,50,435,21750,30,1519,45570,20,15326,306520,10,17833,178330,5,175071,875355
484,3600000,1,3600000,120000,2,240000,250,27,6750,50,197,9850,30,1007,30210,20,9234,184680,10,15177,151770,5,135777,678885
483,3600000,0,0,120000,1,120000,250,39,9750,50,338,16900,30,1691,50730,20,13128,262560,10,21664,216640,5,162039,810195
482,3600000,0,0,120000,1,120000,250,22,5500,50,232,11600,30,1052,31560,20,10309,206180,10,14755,147550,5,143613,718065
481,3600000,1,3600000,120000,1,120000,250,13,3250,50,210,10500,30,866,25980,20,9415,188300,10,11978,119780,5,133305,666525
480,3600000,1,3600000,120000,0,0,250,22,5500,50,198,9900,30,1090,32700,20,9209,184180,10,15791,157910,5,131091,655455
479,3600000,0,0,120000,2,240000,250,14,3500,50,198,9900,30,997,29910,20,9074,181480,10,13981,139810,5,126890,634450
478,3600000,1,3600000,120000,1,120000,250,24,6000,50,214,10700,30,1105,33150,20,9218,184360,10,15820,158200,5,132691,663455
477,3600000,0,0,120000,2,240000,250,24,6000,50,266,13300,30,1182,35460,20,10648,212960,10,16544,165440,5,141231,706155
476,3600000,0,0,120000,1,120000,250,27,6750,50,225,11250,30,1074,32220,20,9479,189580,10,16115,161150,5,137535,687675
475,3600000,0,0,120000,2,240000,250,32,8000,50,334,16700,30,1191,35730,20,12497,249940,10,15536,155360,5,158695,793475
474,3600000,0,0,120000,0,0,250,31,7750,50,227,11350,30,1292,38760,20,10838,216760,10,16878,168780,5,144268,721340
473,3600000,0,0,120000,2,240000,250,26,6500,50,239,11950,30,1150,34500,20,10406,208120,10,15683,156830,5,142928,714640
472,3600000,0,0,120000,0,0,250,28,7000,50,280,14000,30,1026,30780,20,12159,243180,10,13979,139790,5,161954,809770
471,3600000,0,0,120000,3,360000,250,25,6250,50,249,12450,30,1346,40380,20,11407,228140,10,17002,170020,5,150253,751265
470,3600000,0,0,120000,3,360000,250,31,7750,50,267,13350,30,1249,37470,20,9956,199120,10,16786,167860,5,137308,686540
469,3600000,1,3600000,120000,1,120000,250,28,7000,50,249,12450,30,1188,35640,20,10799,215980,10,16310,163100,5,144885,724425
468,3600000,0,0,120000,2,240000,250,53,13250,50,394,19700,30,1690,50700,20,13577,271540,10,17820,178200,5,160198,800990
467,3600000,0,0,120000,0,0,250,21,5250,50,226,11300,30,1075,32250,20,9870,197400,10,15694,156940,5,141525,707625
466,3600000,0,0,120000,0,0,250,26,6500,50,235,11750,30,1203,36090,20,9121,182420,10,16858,168580,5,131751,658755
465,3600000,0,0,120000,1,120000,250,11,2750,50,161,8050,30,991,29730,20,8140,162800,10,14913,149130,5,121478,607390
464,3600000,0,0,120000,0,0,250,31,7750,50,234,11700,30,1178,35340,20,9900,198000,10,16779,167790,5,141630,708150
463,3600000,0,0,120000,3,360000,250,34,8500,50,231,11550,30,1142,34260,20,10882,217640,10,16131,161310,5,146358,731790
462,3600000,0,0,120000,0,0,250,22,5500,50,194,9700,30,1042,31260,20,9973,199460,10,14604,146040,5,147444,737220
461,3600000,0,0,120000,1,120000,250,51,12750,50,268,13400,30,1225,36750,20,11468,229360,10,16953,169530,5,156543,782715
460,3600000,0,0,120000,1,120000,250,38,9500,50,306,15300,30,1347,40410,20,12067,241340,10,18025,180250,5,156166,780830
459,3600000,0,0,120000,1,120000,250,32,8000,50,208,10400,30,1069,32070,20,9278,185560,10,15403,154030,5,137686,688430
458,3600000,1,3600000,120000,3,360000,250,27,6750,50,272,13600,30,1442,43260,20,12048,240960,10,18590,185900,5,157089,785445
457,3600000,0,0,120000,0,0,250,21,5250,50,186,9300,30,1104,33120,20,9134,182680,10,15601,156010,5,133826,669130
456,3600000,0,0,120000,3,360000,250,46,11500,50,365,18250,30,1607,48210,20,14082,281640,10,19203,192030,5,163943,819715
455,3600000,0,0,120000,0,0,250,25,6250,50,217,10850,30,951,28530,20,8723,174460,10,14467,144670,5,126147,630735
454,3600000,0,0,120000,1,120000,250,20,5000,50,217,10850,30,1030,30900,20,8911,178220,10,14807,148070,5,128224,641120
453,3600000,1,3600000,120000,0,0,250,24,6000,50,285,14250,30,1387,41610,20,11433,228660,10,17576,175760,5,150563,752815
452,3600000,0,0,120000,0,0,250,32,8000,50,273,13650,30,1101,33030,20,11634,232680,10,14229,142290,5,159326,796630
451,3600000,0,0,120000,2,240000,250,18,4500,50,263,13150,30,937,28110,20,10227,204540,10,13080,130800,5,140707,703535
450,3600000,0,0,120000,0,0,250,45,11250,50,231,11550,30,1393,41790,20,10370,207400,10,19328,193280,5,145530,727650
449,3600000,0,0,120000,2,240000,250,35,8750,50,260,13000,30,1198,35940,20,11091,221820,10,16077,160770,5,151736,758680
448,3600000,0,0,120000,0,0,250,33,8250,50,223,11150,30,1240,37200,20,9878,197560,10,15600,156000,5,130432,652160
447,3600000,0,0,120000,1,120000,250,23,5750,50,213,10650,30,1171,35130,20,9910,198200,10,15336,153360,5,136201,681005
446,3600000,0,0,120000,0,0,250,19,4750,50,207,10350,30,1032,30960,20,9148,182960,10,15239,152390,5,135146,675730
445,3600000,0,0,120000,0,0,250,23,5750,50,238,11900,30,1187,35610,20,11143,222860,10,15989,159890,5,148412,742060
444,3600000,0,0,120000,2,240000,250,21,5250,50,240,12000,30,1241,37230,20,9464,189280,10,16836,168360,5,128729,643645
443,3600000,0,0,120000,0,0,250,25,6250,50,203,10150,30,1252,37560,20,10058,201160,10,15606,156060,5,134081,670405
442,3600000,0,0,120000,1,120000,250,29,7250,50,280,14000,30,1326,39780,20,11184,223680,10,17273,172730,5,147423,737115
441,3600000,1,3600000,120000,0,0,250,22,5500,50,235,11750,30,1112,33360,20,9927,198540,10,15864,158640,5,140085,700425
440,3600000,0,0,120000,3,360000,250,30,7500,50,300,15000,30,1246,37380,20,11030,220600,10,16805,168050,5,144178,720890
439,3600000,0,0,120000,1,120000,250,10,2500,50,227,11350,30,936,28080,20,9533,190660,10,13556,135560,5,136570,682850
438,3600000,0,0,120000,1,120000,250,28,7000,50,232,11600,30,1340,40200,20,10499,209980,10,16722,167220,5,139027,695135
437,3600000,0,0,120000,1,120000,250,47,11750,50,259,12950,30,1284,38520,20,11023,220460,10,16711,167110,5,141879,709395
436,3600000,1,3600000,120000,0,0,250,21,5250,50,171,8550,30,925,27750,20,8449,168980,10,12536,125360,5,122575,612875
435,3600000,0,0,120000,1,120000,250,28,7000,50,287,14350,30,998,29940,20,12040,240800,10,13519,135190,5,152558,762790
434,3600000,0,0,120000,0,0,250,24,6000,50,286,14300,30,1070,32100,20,11764,235280,10,13710,137100,5,152392,761960
433,3600000,0,0,120000,1,120000,250,60,15000,50,445,22250,30,1736,52080,20,15867,317340,10,20935,209350,5,183237,916185
432,3600000,0,0,120000,0,0,250,30,7500,50,206,10300,30,993,29790,20,9747,194940,10,14735,147350,5,141882,709410
431,3600000,0,0,120000,0,0,250,22,5500,50,223,11150,30,1150,34500,20,10215,204300,10,15897,158970,5,142207,711035
430,3600000,0,0,120000,0,0,250,29,7250,50,275,13750,30,1288,38640,20,10994,219880,10,16595,165950,5,146459,732295
429,3600000,0,0,120000,2,240000,250,23,5750,50,221,11050,30,1109,33270,20,9546,190920,10,15393,153930,5,135565,677825
428,3600000,1,3600000,120000,1,120000,250,27,6750,50,200,10000,30,1160,34800,20,9271,185420,10,15972,159720,5,130771,653855
427,3600000,0,0,120000,1,120000,250,40,10000,50,339,16950,30,1413,42390,20,12579,251580,10,17554,175540,5,154203,771015
426,3600000,0,0,120000,2,240000,250,39,9750,50,249,12450,30,1103,33090,20,11353,227060,10,15673,156730,5,158472,792360
425,3600000,0,0,120000,0,0,250,29,7250,50,247,12350,30,1457,43710,20,11295,225900,10,20106,201060,5,153015,765075
424,3600000,0,0,120000,1,120000,250,21,5250,50,211,10550,30,1112,33360,20,8878,177560,10,15639,156390,5,128347,641735
423,3600000,0,0,120000,1,120000,250,29,7250,50,218,10900,30,1125,33750,20,9232,184640,10,17163,171630,5,133872,669360
422,3600000,0,0,120000,2,240000,250,27,6750,50,245,12250,30,1409,42270,20,10902,218040,10,19318,193180,5,149110,745550
421,3600000,0,0,120000,2,240000,250,27,6750,50,274,13700,30,1146,34380,20,10635,212700,10,15853,158530,5,142380,711900
420,3600000,0,0,120000,1,120000,250,55,13750,50,398,19900,30,1582,47460,20,14208,284160,10,20037,200370,5,169634,848170
